org_name,recipient_id,grant_year,state,service_area__c,service_area_type__c,Attorney_Fee_Awards_LSC,Basic_Field_LSC,Carryover_Funds_LSC,Interest_Investment__Other_Income_LSC,Interest_Investment_Income_LSC,Publication_Income_LSC,Other_Grants_i.e._TIG_Disaster_LSC,Other_Funds_LSC,Attorney_Fee_Awards_NonLSC,Bar_Association_Grants_NonLSC,Carryover_Funds_NonLSC,Community_Development_Block_Grants_NonLSC,Corporate_and_Individual_Contributions_NonLSC,Cy_Pres_Awards_NonLSC,Filing_and_Other_Fees_NonLSC,Filing_Fees_NonLSC,Foundation_Grants_NonLSC,General_State_Grants_NonLSC,HHS_Grants_NonLSC,HUD_Grants_NonLSC,IOLTA_Grants_NonLSC,Local_Grants_NonLSC,Older_Americans_Act_NonLSC,Other_Federal_Grants_NonLSC,Private_Foundation_Grants_NonLSC,Publication_Income_NonLSC,Specific_State_Grants_and_Contracts_NonLSC,State_Grants_NonLSC,Title_XX_of_Social_Security_Act_NonLSC,United_Way_Grants_NonLSC,Violence_Against_Women_Act_NonLSC,Other_Funds_NonLSC,Gross_Fees_and_Receipts_from_Client_Services_Client_Service_Income,Other_Income_Earned_in_ForProfit_Activities_Client_Service_Income,Total_Client_Service_Income,Total_LSC_Funds,Total_NonLSC_Funds,Total_LSC_NonLSC_Funds
"California Indian Legal Services, Inc.",705158,2009,CA,CA-1,Basic Field,0,36227,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,9000,32184,0,NA,0,NA,0,0,0,0,0,0,0,0,36227,41184,77411
"California Indian Legal Services, Inc.",705158,2010,CA,CA-1,Basic Field,0,39115,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,8810,25525,0,NA,0,NA,0,0,0,0,0,0,0,0,39115,34335,73450
"California Indian Legal Services, Inc.",705158,2011,CA,CA-1,Basic Field,0,37499,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,9000,31082,0,NA,0,NA,0,0,0,0,0,0,0,0,37499,40082,77581
"California Indian Legal Services, Inc.",705158,2012,CA,CA-1,Basic Field,0,32002,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,9000,11947,0,14000,0,0,NA,NA,0,0,0,0,0,0,32002,34947,66949
"California Indian Legal Services, Inc.",705158,2013,CA,CA-1,Basic Field,0,28660,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,8000,16584,0,0,0,0,NA,NA,0,0,0,0,0,0,28660,24584,53244
"California Indian Legal Services, Inc.",705158,2014,CA,CA-1,Basic Field,0,23983,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,9000,28680,0,0,0,0,NA,NA,0,0,405,0,0,0,23983,38085,62068
"California Indian Legal Services, Inc.",705158,2015,CA,CA-1,Basic Field,0,24492,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,8600,4044,0,0,0,0,NA,NA,0,0,0,0,0,0,24492,12644,37136
"California Indian Legal Services, Inc.",705158,2016,CA,CA-1,Basic Field,0,19541,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,7600,25590,0,0,0,0,NA,NA,0,0,0,0,0,0,19541,33190,52731
"California Indian Legal Services, Inc.",705158,2017,CA,CA-1,Basic Field,0,20117,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,8600,20004,0,0,0,0,NA,NA,0,0,0,0,0,0,20117,28604,48721
"California Indian Legal Services, Inc.",705158,2008,CA,NCA-1,Native American,0,853675,0,NA,2032,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,111206,0,0,0,NA,0,NA,93074,0,0,0,97098,734591,21704,756295,855707,301378,1157085
"California Indian Legal Services, Inc.",705158,2009,CA,NCA-1,Native American,0,944111,0,NA,315,0,NA,1031,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,104341,0,0,0,NA,0,NA,94737,0,0,0,153159,566042,0,566042,945457,352237,1297694
"California Indian Legal Services, Inc.",705158,2010,CA,NCA-1,Native American,0,1017926,0,NA,367,0,NA,1011,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,97605,0,0,167309,NA,0,NA,90802,0,0,0,341833,532421,0,532421,1019304,697549,1716853
"California Indian Legal Services, Inc.",705158,2011,CA,NCA-1,Native American,0,977253,0,NA,0,0,NA,1000,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,99643,0,0,0,NA,0,NA,144849,0,0,0,207561,505035,0,505035,978253,452053,1430306
"California Indian Legal Services, Inc.",705158,2012,CA,NCA-1,Native American,3074,832097,0,NA,0,0,NA,3724,0,0,0,NA,0,0,0,NA,NA,136889,0,0,98040,0,0,0,0,0,0,NA,NA,0,0,295106,573352,0,573352,838895,530035,1368930
"California Indian Legal Services, Inc.",705158,2013,CA,NCA-1,Native American,0,815953,0,0,NA,0,29028,NA,0,0,0,NA,0,0,0,NA,NA,126554,0,0,86779,0,0,0,0,0,0,NA,NA,0,0,265859,480429,19618,500047,844981,479192,1324173
"California Indian Legal Services, Inc.",705158,2014,CA,NCA-1,Native American,0,866424,0,0,NA,0,635,NA,0,0,0,NA,0,0,0,NA,NA,112420,0,0,79733,0,0,101535,0,0,0,NA,NA,0,0,169568,554049,0,554049,867059,463256,1330315
"California Indian Legal Services, Inc.",705158,2015,CA,NCA-1,Native American,0,885652,5299,12500,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,69521,14230,0,59331,7500,0,89571,NA,NA,0,141598,0,854338,0,854338,903451,381751,1285202
"California Indian Legal Services, Inc.",705158,2016,CA,NCA-1,Native American,0,908493,0,23156,NA,0,0,NA,0,0,0,NA,99518,0,0,NA,NA,0,0,0,74640,0,0,65086,5000,0,285770,NA,NA,0,158312,46840,913340,0,913340,931649,735166,1666815
"California Indian Legal Services, Inc.",705158,2017,CA,NCA-1,Native American,0,908493,0,0,NA,0,0,NA,0,20163,0,NA,82219,0,0,NA,NA,0,0,0,83080,81850,0,79444,25000,0,674155,NA,NA,0,158665,175282,753157,0,753157,908493,1379858,2288351
"California Rural Legal Assistance, Inc.",805260,2008,CA,CA-31,Basic Field,0,4664589,37034,NA,23825,0,NA,25159,0,0,205719,0,NA,NA,NA,NA,672852,NA,NA,NA,720336,272730,122143,382109,NA,0,NA,797901,0,0,0,198998,0,0,0,4750607,3372788,8123395
"California Rural Legal Assistance, Inc.",805260,2009,CA,CA-31,Basic Field,0,5133448,1988,NA,7594,0,NA,27892,0,0,128704,0,NA,NA,NA,NA,584236,NA,NA,NA,707953,234192,101203,465807,NA,0,NA,884399,0,0,0,688111,0,0,0,5170922,3794605,8965527
"California Rural Legal Assistance, Inc.",805260,2010,CA,CA-31,Basic Field,12239,5542782,117758,NA,7554,0,NA,88405,0,0,338659,0,NA,NA,NA,0,1346415,NA,NA,NA,651524,171824,91544,487344,NA,0,NA,843011,0,0,0,290195,0,0,0,5768738,4220516,9989254
"California Rural Legal Assistance, Inc.",805260,2011,CA,CA-31,Basic Field,52509,5313655,78566,NA,3872,0,NA,45963,55000,0,64528,0,NA,NA,NA,0,517669,NA,NA,NA,617889,124380,62427,686500,NA,0,NA,1064990,0,0,0,544286,0,0,0,5494565,3737669,9232234
"California Rural Legal Assistance, Inc.",805260,2012,CA,CA-31,Basic Field,72524,4534685,10558,NA,1130,0,NA,71566,18000,0,63558,NA,172447,79708,0,NA,NA,805236,0,525000,599336,99585,0,0,509578,0,238279,NA,NA,0,0,31890,0,0,0,4690463,3142617,7833080
"California Rural Legal Assistance, Inc.",805260,2013,CA,CA-31,Basic Field,48870,4427767,1699,78000,NA,0,0,NA,65,0,45242,NA,317868,574660,0,NA,NA,907094,0,537500,588360,86083,0,0,1060422,0,275000,NA,NA,0,0,51435,0,0,0,4556336,4443729,9000065
"California Rural Legal Assistance, Inc.",805260,2014,CA,CA-31,Basic Field,464735,4667009,571,177100,NA,0,0,NA,0,0,549328,NA,175942,150253,0,NA,NA,808798,0,487500,556188,98909,0,0,1541920,0,275000,NA,NA,0,0,96638,0,0,0,5309415,4740476,10049891
"California Rural Legal Assistance, Inc.",805260,2015,CA,CA-31,Basic Field,238568,4766159,0,36144,NA,0,10000,NA,39356,0,0,NA,318269,22531,559736,NA,NA,721177,0,650000,135143,0,0,0,1642649,0,0,NA,NA,0,0,102086,0,0,0,5050871,4190947,9241818
"California Rural Legal Assistance, Inc.",805260,2016,CA,CA-31,Basic Field,167395,5017725,10000,44180,NA,0,0,NA,1000,0,0,NA,370580,1231567,0,NA,NA,720110,0,291250,626220,127177,0,60819,1751982,0,221533,NA,NA,0,0,131035,0,0,0,5239300,5533273,10772573
"California Rural Legal Assistance, Inc.",805260,2017,CA,CA-31,Basic Field,1069376,5018808,0,0,NA,0,10000,NA,24797,0,0,NA,379480,198851,24721,NA,NA,0,0,419999,865760,123091,0,105000,1197819,0,1615733,NA,NA,0,0,149256,0,0,0,6098184,5104507,11202691
"California Rural Legal Assistance, Inc.",805260,2008,CA,MCA,Migrant Worker,0,2557741,64415,NA,15524,0,NA,29888,0,0,205719,0,NA,NA,NA,NA,788313,NA,NA,NA,480216,0,0,29167,NA,0,NA,491593,0,0,0,274941,0,0,0,2667568,2269949,4937517
"California Rural Legal Assistance, Inc.",805260,2009,CA,MCA,Migrant Worker,0,2814831,6204,NA,4557,0,NA,30739,0,0,85802,0,NA,NA,NA,NA,908632,NA,NA,NA,488898,0,0,219690,NA,0,NA,406754,0,0,0,751278,0,0,0,2856331,2861054,5717385
"California Rural Legal Assistance, Inc.",805260,2010,CA,MCA,Migrant Worker,0,3039282,119172,NA,4532,0,NA,38620,9500,0,244064,0,NA,NA,NA,0,648957,NA,NA,NA,427747,0,0,222177,NA,0,NA,544765,0,0,0,332856,0,0,0,3201606,2430066,5631672
"California Rural Legal Assistance, Inc.",805260,2011,CA,MCA,Migrant Worker,125000,2913644,97012,NA,2168,0,NA,6612,110500,0,0,0,NA,NA,NA,0,810217,NA,NA,NA,332706,0,0,234900,NA,0,NA,506154,0,0,0,250975,0,0,0,3144436,2245452,5389888
"California Rural Legal Assistance, Inc.",805260,2012,CA,MCA,Migrant Worker,577969,2486510,59014,NA,633,0,NA,22678,137416,0,0,NA,114966,53138,0,NA,NA,433589,0,0,322720,0,0,182999,880812,0,0,NA,NA,0,0,1130,0,0,0,3146804,2126770,5273574
"California Rural Legal Assistance, Inc.",805260,2013,CA,MCA,Migrant Worker,244996,2435554,221956,45138,NA,0,0,NA,150643,0,0,NA,66058,55930,0,NA,NA,456235,0,0,316809,0,0,180819,1187952,0,0,NA,NA,0,0,10971,0,0,0,2947644,2425417,5373061
"California Rural Legal Assistance, Inc.",805260,2014,CA,MCA,Migrant Worker,87359,2585613,8642,105884,NA,0,0,NA,905,0,285842,NA,139493,96064,0,NA,NA,435451,0,0,299485,0,0,169867,968398,0,0,NA,NA,0,0,2904,0,0,0,2787498,2398409,5185907
"California Rural Legal Assistance, Inc.",805260,2015,CA,MCA,Migrant Worker,196672,2640544,0,34137,NA,0,0,NA,46564,0,0,NA,171376,12132,0,NA,NA,388331,0,0,301395,0,0,136500,217500,0,5000,NA,NA,0,0,21007,0,0,0,2871353,1299805,4171158
"California Rural Legal Assistance, Inc.",805260,2016,CA,MCA,Migrant Worker,308554,2708643,150074,39773,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,387750,0,0,337200,0,0,60819,3500,0,13463,NA,NA,0,0,0,0,0,0,3207044,802732,4009776
"California Rural Legal Assistance, Inc.",805260,2017,CA,MCA,Migrant Worker,134925,2617000,0,0,NA,0,0,NA,36073,0,0,NA,0,0,215,NA,NA,0,0,0,0,0,0,0,25000,0,0,NA,NA,0,0,4325,0,0,0,2751925,65613,2817538
Capital Area Legal Services Corporation (CLOSED),619010,2008,LA,LA-1,Basic Field,0,1373069,0,NA,1291,0,NA,2025,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,235116,124771,30164,0,NA,0,NA,369844,13975,0,6786,174241,0,0,0,1376385,954897,2331282
Capital Area Legal Services Corporation (CLOSED),619010,2009,LA,LA-1,Basic Field,0,1511082,0,NA,153,0,NA,75906,0,5742,0,0,NA,NA,NA,NA,0,NA,NA,NA,293881,147200,28211,0,NA,0,NA,251457,12982,0,0,69679,0,0,0,1587141,809152,2396293
Capital Area Legal Services Corporation (CLOSED),619010,2010,LA,LA-1,Basic Field,0,1631574,0,NA,779,0,NA,4225,0,0,0,0,NA,NA,NA,35861,267717,NA,NA,NA,202584,130600,30325,0,NA,0,NA,291666,14874,0,0,47476,0,0,0,1636578,1021103,2657681
Capital Area Legal Services Corporation (CLOSED),619010,2011,LA,LA-1,Basic Field,NA,998943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,998943,0,998943
Center for Arkansas Legal Services,604061,2008,AR,AR-7,Basic Field,0,2164117,10276,NA,0,0,NA,148240,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,346528,0,56858,0,NA,0,NA,310741,0,30000,0,272518,0,0,0,2322633,1016645,3339278
Center for Arkansas Legal Services,604061,2009,AR,AR-7,Basic Field,0,2381642,0,NA,0,0,NA,173240,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,254235,0,46963,0,NA,0,NA,435482,0,7500,0,318573,0,0,0,2554882,1062753,3617635
Center for Arkansas Legal Services,604061,2010,AR,AR-7,Basic Field,0,2571551,78903,NA,0,0,NA,155067,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,40000,0,53078,0,NA,0,NA,524088,0,10675,0,221089,0,0,0,2805521,848930,3654451
Center for Arkansas Legal Services,604061,2011,AR,AR-7,Basic Field,0,2465248,0,NA,0,0,NA,152630,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,31500,0,65451,0,NA,0,NA,486391,0,12500,0,191047,0,0,0,2617878,786889,3404767
Center for Arkansas Legal Services,604061,2012,AR,AR-7,Basic Field,0,2103848,34508,NA,0,0,NA,79157,923,0,1269460,NA,218528,68750,396500,NA,NA,0,0,0,195429,0,90867,0,0,0,19057,NA,NA,21000,12205,5058,0,0,0,2217513,2297777,4515290
Center for Arkansas Legal Services,604061,2013,AR,AR-7,Basic Field,0,2046257,40604,0,NA,0,86485,NA,500,0,1232358,NA,174903,275000,396132,NA,NA,0,0,0,126000,0,107525,0,0,0,8037,NA,NA,16558,22742,4258,0,0,0,2173346,2364013,4537359
Center for Arkansas Legal Services,604061,2014,AR,AR-7,Basic Field,3635,2137595,16797,0,NA,0,105094,NA,2551,0,1295964,NA,156955,275000,360056,NA,NA,0,0,0,0,0,119949,0,0,0,2950,NA,NA,11000,19050,2770,0,0,0,2263121,2246245,4509366
Center for Arkansas Legal Services,604061,2015,AR,AR-7,Basic Field,1750,2183008,34507,0,NA,0,85532,NA,3350,0,1165648,NA,167242,275000,305817,NA,NA,0,0,0,0,0,106319,0,0,0,0,NA,NA,12000,0,2146,0,0,0,2304797,2037522,4342319
Center for Arkansas Legal Services,604061,2016,AR,AR-7,Basic Field,4358,2147547,10200,0,NA,0,21968,NA,4625,0,849166,NA,166799,279340,305817,NA,NA,0,0,0,30000,0,94374,0,30000,0,3550,NA,NA,13500,0,3167,0,0,0,2184073,1780338,3964411
Center for Arkansas Legal Services,604061,2017,AR,AR-7,Basic Field,0,2134386,0,0,NA,0,3321,NA,5530,0,552149,NA,167558,463335,305817,NA,NA,0,0,0,0,0,86613,31457,0,0,7395,NA,NA,15000,0,19936,0,0,0,2137707,1654790,3792497
Central California Legal Services,805060,2008,CA,CA-26,Basic Field,0,2861178,284822,NA,0,0,NA,0,0,0,802093,0,NA,NA,NA,NA,485610,NA,NA,NA,576172,76903,149592,75000,NA,0,NA,922899,0,0,0,112244,0,0,0,3146000,3200513,6346513
Central California Legal Services,805060,2009,CA,CA-26,Basic Field,0,3148767,224158,NA,0,0,NA,0,700,0,631198,0,NA,NA,NA,NA,580881,NA,NA,NA,595061,60733,116645,78334,NA,0,NA,759368,0,0,14965,526096,0,0,0,3372925,3363981,6736906
Central California Legal Services,805060,2010,CA,CA-26,Basic Field,0,3399846,513180,NA,0,0,NA,0,0,0,989192,0,NA,NA,NA,0,619975,NA,NA,NA,503067,58464,0,82558,NA,0,NA,861779,159741,6,217645,233684,0,0,0,3913026,3726111,7639137
Central California Legal Services,805060,2011,CA,CA-26,Basic Field,0,3259303,554843,NA,0,0,NA,24325,79437,0,1159427,0,NA,NA,NA,0,319753,NA,NA,NA,455909,72270,169954,82000,NA,0,NA,860916,0,0,196532,200422,0,0,0,3838471,3596620,7435091
Central California Legal Services,805060,2012,CA,CA-26,Basic Field,0,2781497,301360,NA,0,0,NA,40535,24133,0,1388809,NA,8676,200930,0,NA,NA,709209,0,0,426351,119257,126536,90000,190033,0,131091,NA,NA,0,183414,41599,0,0,0,3123392,3640038,6763430
Central California Legal Services,805060,2013,CA,CA-26,Basic Field,0,2692048,79852,0,NA,0,5965,NA,5000,0,1298645,NA,25000,469895,0,NA,NA,688544,0,0,414861,25175,193659,90000,350706,0,489346,NA,NA,0,220649,68566,0,0,0,2777865,4340046,7117911
Central California Legal Services,805060,2014,CA,CA-26,Basic Field,0,2779936,0,0,NA,0,12240,NA,8840,0,1656123,NA,36242,149672,0,NA,NA,645648,0,0,385469,27464,196127,96000,572457,0,575211,NA,NA,0,2867,51994,0,0,0,2792176,4404114,7196290
Central California Legal Services,805060,2015,CA,CA-26,Basic Field,0,2838996,70388,0,NA,0,-9000,NA,50885,0,1276417,NA,36185,53528,0,NA,NA,601690,0,0,402271,27464,191149,90000,421676,0,152256,NA,NA,0,0,28223,0,0,0,2900384,3331744,6232128
Central California Legal Services,805060,2016,CA,CA-26,Basic Field,0,3230965,0,0,NA,0,0,NA,4322,0,0,NA,52139,162153,0,NA,NA,665782,0,0,455040,13732,198340,113250,684953,0,285263,NA,NA,0,0,56484,0,0,0,3230965,2691458,5922423
Central California Legal Services,805060,2017,CA,CA-26,Basic Field,0,3228962,0,0,NA,0,0,NA,1880.8,953220.2,0,NA,0,143735.74,0,NA,NA,167577.08,125917.44,0,447230,0,0,142503.07,688609.22,0,0,NA,NA,0,0,54913.47,0,0,0,3228962,2725587.02,5954549.02
"Central Jersey Legal Services, Inc.",331110,2008,NJ,NJ-17,Basic Field,0,1057659,105551,NA,2225,0,NA,0,0,0,649654,7000,NA,NA,NA,NA,0,NA,NA,NA,2801067,178240,292556,0,NA,0,NA,3966575,0,120484,168750,629113,0,0,0,1165435,8813439,9978874
"Central Jersey Legal Services, Inc.",331110,2009,NJ,NJ-17,Basic Field,0,1163969,193256,NA,408,0,NA,0,0,0,588561,9583,NA,NA,NA,NA,0,NA,NA,NA,265338,199405,315353,0,NA,0,NA,4880556,0,123647,168760,751555,0,0,0,1357633,7302758,8660391
"Central Jersey Legal Services, Inc.",331110,2010,NJ,NJ-17,Basic Field,0,1256783,82424,NA,0,0,NA,2427,0,0,325915,9750,NA,NA,NA,0,0,NA,NA,NA,347114,253879,391076,0,NA,0,NA,4228995,0,137050,112498,125865,0,0,0,1341634,5932142,7273776
"Central Jersey Legal Services, Inc.",331110,2011,NJ,NJ-17,Basic Field,3292,1204829,119050,NA,0,0,NA,0,28526,0,136293,12000,NA,NA,NA,0,37500,NA,NA,NA,370025,240480,386696,0,NA,0,NA,3128025,0,188000,0,120451,0,0,0,1327171,4647996,5975167
"Central Jersey Legal Services, Inc.",331110,2012,NJ,NJ-17,Basic Field,2230,1028204,147180,NA,0,0,NA,0,43578,10000,17142,NA,66319,208413,0,NA,NA,2251216,256270,14140,283268,194668,355137,0,98300,0,160713,NA,NA,194891,45153,13304,0,0,0,1177614,4212512,5390126
"Central Jersey Legal Services, Inc.",331110,2013,NJ,NJ-17,Basic Field,3460,1008187,93809,0,NA,0,0,NA,24202,0,11863,NA,46935,71154,0,NA,NA,2225928,269284,39800,112740,130884,376639,0,45300,0,160710,NA,NA,160431,99722,40114,0,0,0,1105456,3815706,4921162
"Central Jersey Legal Services, Inc.",331110,2014,NJ,NJ-17,Basic Field,4822,1072839,90237,0,NA,0,0,NA,36581,0,11177,NA,33203,23347,0,NA,NA,2257118,261047,21567,181824,180237,421976,0,57000,0,160710,NA,NA,128667,100382,15586,0,0,0,1167898,3890422,5058320
"Central Jersey Legal Services, Inc.",331110,2015,NJ,NJ-17,Basic Field,1160,1095631,97715,0,NA,0,0,NA,15719,0,11113,NA,90257,59663,0,NA,NA,3905400,231161,22687,152129,141935,457677,0,31000,0,161995,NA,NA,100500,1.00E+05,29500,0,0,0,1194506,5510736,6705242
"Central Jersey Legal Services, Inc.",331110,2016,NJ,NJ-17,Basic Field,947,1132620,110528,0,NA,0,0,NA,14432,8000,111377,NA,7027,87822,0,NA,NA,3936019,179951,23264,103058,157349,422221,0,21000,0,160709,NA,NA,93500,185546,3500,0,0,0,1244095,5514775,6758870
"Central Jersey Legal Services, Inc.",331110,2017,NJ,NJ-17,Basic Field,1070,1136456,107042,130,NA,0,0,NA,27530,0,246025,NA,46444,1275,0,NA,NA,3835568,176807,16000,63504,126500,492221,0,0,0,160711,NA,NA,90000,217354,1500,0,0,0,1244698,5501439,6746137
"Central Minnesota Legal Services, Inc.",524020,2008,MN,MN-6,Basic Field,0,1268918,0,NA,10483,0,NA,0,0,2500,419405,0,NA,NA,NA,NA,0,NA,NA,NA,113791,81802,0,0,NA,0,NA,82362,0,0,103526,215898,0,0,0,1279401,1019284,2298685
"Central Minnesota Legal Services, Inc.",524020,2009,MN,MN-6,Basic Field,0,1396462,0,NA,2487,0,NA,0,0,1500,0,0,NA,NA,NA,NA,0,NA,NA,NA,119722,101926,0,0,NA,0,NA,95529,0,0,73406,144796,0,0,0,1398949,536879,1935828
"Central Minnesota Legal Services, Inc.",524020,2010,MN,MN-6,Basic Field,0,1507815,0,NA,3749,0,NA,0,0,3500,0,0,NA,NA,NA,0,0,NA,NA,NA,146246,90875,0,0,NA,0,NA,0,0,0,0,144078,0,0,0,1511564,384699,1896263
"Central Minnesota Legal Services, Inc.",524020,2011,MN,MN-6,Basic Field,0,1445485,0,NA,2255,0,NA,44100,0,2000,0,0,NA,NA,NA,0,7500,NA,NA,NA,144281,104195,0,14019,NA,0,NA,10000,0,0,0,147430,0,0,0,1491840,429425,1921265
"Central Minnesota Legal Services, Inc.",524020,2012,MN,MN-6,Basic Field,0,1233580,41200,NA,1499,0,NA,50000,0,4000,0,NA,7534,0,0,NA,NA,116984,0,0,0,119040,0,0,70891,0,162390,NA,NA,3577,82718,0,0,0,0,1326279,567134,1893413
"Central Minnesota Legal Services, Inc.",524020,2013,MN,MN-6,Basic Field,0,1311606,0,1423,NA,0,153000,NA,0,1000,0,NA,9824,0,0,NA,NA,159039,0,0,0,143947,0,54000,40000,0,16000,NA,NA,0,86186,155428,0,0,0,1466029,665424,2131453
"Central Minnesota Legal Services, Inc.",524020,2014,MN,MN-6,Basic Field,0,1640805,0,1948,NA,0,26500,NA,0,1000,0,NA,9260,0,0,NA,NA,0,0,0,164001,129632,0,13427,150100,0,4000,NA,NA,0,43747,179300,0,0,0,1669253,694467,2363720
"Central Minnesota Legal Services, Inc.",524020,2015,MN,MN-6,Basic Field,0,1675663,323163,1819,NA,0,39900,NA,0,1333,0,NA,5203,0,0,NA,NA,0,0,0,161217,125618,0,44122,0,0,42810,NA,NA,0,40707,204705,0,0,0,2040545,625715,2666260
"Central Minnesota Legal Services, Inc.",524020,2016,MN,MN-6,Basic Field,0,1641588,394816,1737.82,NA,0,7700,NA,0,2500,0,NA,4122,0,0,NA,NA,0,0,0,165827,133156,0,68067,0,0,53332,NA,NA,0,47818,164047,0,0,0,2045841.82,638869,2684710.82
"Central Minnesota Legal Services, Inc.",524020,2017,MN,MN-6,Basic Field,0,1623247,185734,1850,NA,0,15400,NA,0,1600,0,NA,5034,0,0,NA,NA,0,0,0,160926,153512,0,46763,82500,0,25681,NA,NA,2608,62904,166023,0,0,0,1826231,707551,2533782
"Central Virginia Legal Aid Society, Inc.",447030,2008,VA,MVA,Migrant Worker,0,152067,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,152067,0,152067
"Central Virginia Legal Aid Society, Inc.",447030,2009,VA,MVA,Migrant Worker,0,168176,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,168176,0,168176
"Central Virginia Legal Aid Society, Inc.",447030,2010,VA,MVA,Migrant Worker,0,181586,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,181586,0,181586
"Central Virginia Legal Aid Society, Inc.",447030,2011,VA,MVA,Migrant Worker,0,174080,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,174080,0,174080
"Central Virginia Legal Aid Society, Inc.",447030,2012,VA,MVA,Migrant Worker,0,148560,80341,NA,0,0,NA,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,228901,0,228901
"Central Virginia Legal Aid Society, Inc.",447030,2013,VA,MVA,Migrant Worker,0,145510,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,145510,0,145510
"Central Virginia Legal Aid Society, Inc.",447030,2014,VA,MVA,Migrant Worker,0,154475,69552,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,224027,0,224027
"Central Virginia Legal Aid Society, Inc.",447030,2015,VA,MVA,Migrant Worker,0,78876,41252,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,120128,0,120128
"Central Virginia Legal Aid Society, Inc.",447030,2016,VA,MVA,Migrant Worker,0,161828,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,161828,0,161828
"Central Virginia Legal Aid Society, Inc.",447030,2017,VA,MVA,Migrant Worker,0,158585,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,158585,0,158585
"Central Virginia Legal Aid Society, Inc.",447030,2008,VA,VA-18,Basic Field,0,975605,4047,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,110000,NA,NA,NA,267634,90100,34434,0,NA,0,NA,886930,0,92000,0,109400,0,0,0,979652,1590498,2570150
"Central Virginia Legal Aid Society, Inc.",447030,2009,VA,VA-18,Basic Field,0,1073751,0,NA,0,0,NA,0,0,0,101528,0,NA,NA,NA,NA,65000,NA,NA,NA,120027,24750,31621,0,NA,0,NA,1172173,0,77561,0,130766,0,0,0,1073751,1723426,2797177
"Central Virginia Legal Aid Society, Inc.",447030,2010,VA,VA-18,Basic Field,0,1159370,0,NA,0,0,NA,0,0,4500,-60263,0,NA,NA,NA,0,28000,NA,NA,NA,46527,123549,35710,0,NA,0,NA,764920,0,68581,0,151451,0,0,0,1159370,1162975,2322345
