org_name,recipient_id,demo_year,state,service_area__c,service_area_type__c,Groups,Men,Other_gender,Unknown_gender,Women,age_0_17,age_18_35,age_18_59,age_36_59,age_60_and_Over,Unknown_age,Asian,Black,Hispanic,Native_American,Other_ethnicity,Unknown_ethnicity,White,Non_Veteran,Unknown_veteran,Veteran,Asian_0_17,Asian_18_35,Asian_18_59,Asian_36_59,Asian_60 and Over,Asian_Unknown,Black_0_17,Black_18_35,Black_18_59,Black_36_59,Black_60 and Over,Black_Unknown,Hispanic_0_17,Hispanic_18_35,Hispanic_18_59,Hispanic_36_59,Hispanic_60 and Over,Hispanic_Unknown,Native American_0_17,Native American_18_35,Native American_18_59,Native American_36_59,Native American_60 and Over,Native American_Unknown,Other_0_17,Other_18_35,Other_18_59,Other_36_59,Other_60 and Over,Other_Unknown,Unknown_0_17,Unknown_18_35,Unknown_36_59,Unknown_60 and Over,Unknown_Unknown,White_0_17,White_18_35,White_18_59,White_36_59,White_60 and Over,White_Unknown
Bay Area Legal Aid,805270,2014,CA,CA-28,Basic Field,1,2307,NA,NA,5669,334,2803,NA,3814,1026,NA,937,2799,2039,84,409,NA,1709,7722,NA,255,16,288,NA,432,201,NA,147,990,NA,1356,306,NA,125,890,NA,885,139,NA,1,17,NA,54,12,NA,12,154,NA,205,38,NA,NA,NA,NA,NA,NA,33,464,NA,882,330,NA
Bay Area Legal Aid,805270,2015,CA,CA-28,Basic Field,0,2339,18,NA,5943,272,2534,NA,4120,1374,NA,1043,2776,2101,89,414,NA,1877,8028,NA,272,17,260,NA,432,334,NA,90,926,NA,1415,345,NA,123,775,NA,1024,179,NA,3,28,NA,51,7,NA,17,142,NA,202,53,NA,NA,NA,NA,NA,NA,22,403,NA,996,456,NA
Bay Area Legal Aid,805270,2016,CA,CA-28,Basic Field,1,2190,14,NA,5062,240,2163,NA,3487,1377,NA,892,2528,1672,71,347,NA,1757,7019,NA,248,16,187,NA,399,290,NA,94,858,NA,1217,359,NA,82,644,NA,780,166,NA,3,16,NA,38,14,NA,17,111,NA,167,52,NA,NA,NA,NA,NA,NA,28,347,NA,886,496,NA
Bay Area Legal Aid,805270,2017,CA,CA-28,Basic Field,NA,1969,42,24,4117,272,1888,NA,2795,1197,0,719,2161,1330,74,382,0,1486,5992,0,160,16,162,NA,303,238,0,105,726,NA,1031,299,0,91,549,NA,561,129,0,5,18,NA,38,13,0,25,121,NA,191,45,0,0,0,0,0,0,30,312,NA,671,473,0
"Bay Area Legal Services, Inc.",610050,2008,FL,FL-16,Basic Field,0,2464,NA,NA,7397,19,NA,8488,NA,1354,NA,114,2281,1405,29,7,NA,6025,NA,NA,NA,0,NA,92,NA,22,NA,5,NA,2019,NA,257,NA,3,NA,1229,NA,173,NA,0,NA,24,NA,5,NA,0,NA,5,NA,2,NA,NA,NA,NA,NA,NA,11,NA,5119,NA,895,NA
"Bay Area Legal Services, Inc.",610050,2009,FL,FL-16,Basic Field,0,3136,NA,NA,8088,35,NA,9654,NA,1535,NA,129,2515,1648,34,NA,NA,6898,NA,NA,NA,NA,NA,112,NA,17,NA,8,NA,2255,NA,252,NA,3,NA,1410,NA,235,NA,NA,NA,20,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,5857,NA,1017,NA
"Bay Area Legal Services, Inc.",610050,2010,FL,FL-16,Basic Field,19,3169,NA,NA,8660,22,NA,10194,NA,1632,NA,149,2789,1648,43,24,NA,7195,NA,NA,NA,0,NA,131,NA,18,NA,2,NA,2494,NA,293,NA,3,NA,1419,NA,226,NA,0,NA,32,NA,11,NA,5,NA,18,NA,1,NA,NA,NA,NA,NA,NA,12,NA,6100,NA,1083,NA
"Bay Area Legal Services, Inc.",610050,2011,FL,FL-16,Basic Field,5,2917,NA,NA,8479,14,NA,9890,NA,1497,NA,133,2566,1705,28,28,NA,6941,NA,NA,NA,0,NA,114,NA,19,NA,3,NA,2299,NA,264,NA,2,NA,1497,NA,206,NA,0,NA,20,NA,8,NA,0,NA,25,NA,3,NA,NA,NA,NA,NA,NA,9,NA,5935,NA,997,NA
"Bay Area Legal Services, Inc.",610050,2012,FL,FL-16,Basic Field,5,2440,NA,NA,7800,12,NA,8810,NA,1423,NA,103,2491,1639,31,17,NA,5964,9648,NA,597,0,NA,82,NA,21,NA,2,NA,2231,NA,258,NA,3,NA,1433,NA,203,NA,0,NA,27,NA,4,NA,0,NA,14,NA,3,NA,NA,NA,NA,NA,NA,7,NA,5023,NA,934,NA
"Bay Area Legal Services, Inc.",610050,2013,FL,FL-16,Basic Field,7,2217,NA,NA,7071,8,NA,7790,NA,1497,NA,115,2302,1526,23,34,NA,5295,8579,NA,716,0,NA,104,NA,11,NA,2,NA,2024,NA,276,NA,0,NA,1317,NA,209,NA,0,NA,16,NA,7,NA,0,NA,27,NA,7,NA,NA,NA,NA,NA,NA,6,NA,4302,NA,987,NA
"Bay Area Legal Services, Inc.",610050,2014,FL,FL-16,Basic Field,4,1932,NA,NA,6392,17,2992,NA,3936,1383,NA,99,2138,1475,29,34,NA,4553,7643,NA,685,0,22,NA,62,15,NA,5,877,NA,994,262,NA,1,602,NA,669,203,NA,0,9,NA,14,6,NA,1,9,NA,18,6,NA,NA,NA,NA,NA,NA,10,1473,NA,2179,891,NA
"Bay Area Legal Services, Inc.",610050,2015,FL,FL-16,Basic Field,8,1782,0,NA,5983,23,2615,NA,3586,1549,NA,82,2085,1385,53,52,NA,4116,7105,NA,668,0,23,NA,41,18,NA,10,766,NA,1026,283,NA,4,525,NA,638,218,NA,0,12,NA,32,9,NA,0,16,NA,27,9,NA,NA,NA,NA,NA,NA,9,1273,NA,1822,1012,NA
"Bay Area Legal Services, Inc.",610050,2016,FL,FL-16,Basic Field,3,1730,0,NA,6010,71,2477,NA,3546,1646,NA,89,1977,1546,57,30,NA,4041,7156,NA,587,0,34,NA,42,13,NA,32,699,NA,943,303,NA,14,524,NA,725,283,NA,0,12,NA,25,20,NA,0,17,NA,11,2,NA,NA,NA,NA,NA,NA,25,1191,NA,1800,1025,NA
"Bay Area Legal Services, Inc.",610050,2017,FL,FL-16,Basic Field,NA,1854,1,0,5697,54,2213,NA,3348,1937,0,93,2022,1495,44,29,0,3869,6854,0,698,0,20,NA,49,24,0,25,715,NA,892,390,0,16,498,NA,657,324,0,1,10,NA,21,12,0,0,9,NA,11,9,0,0,0,0,0,0,12,961,NA,1718,1178,0
"Blue Ridge Legal Services, Inc.",447081,2008,VA,VA-19,Basic Field,1,609,NA,NA,1938,36,NA,2217,NA,295,NA,7,389,49,18,26,NA,2059,NA,NA,NA,0,NA,6,NA,1,NA,5,NA,350,NA,34,NA,2,NA,43,NA,4,NA,0,NA,13,NA,5,NA,2,NA,22,NA,2,NA,NA,NA,NA,NA,NA,27,NA,1783,NA,249,NA
"Blue Ridge Legal Services, Inc.",447081,2009,VA,VA-19,Basic Field,1,726,NA,NA,1875,16,NA,2318,NA,268,NA,16,370,50,14,42,NA,2110,NA,NA,NA,0,NA,14,NA,2,NA,2,NA,352,NA,16,NA,0,NA,45,NA,5,NA,0,NA,11,NA,3,NA,3,NA,34,NA,5,NA,NA,NA,NA,NA,NA,11,NA,1862,NA,237,NA
"Blue Ridge Legal Services, Inc.",447081,2010,VA,VA-19,Basic Field,1,653,NA,NA,1690,11,NA,2060,NA,273,NA,10,376,40,10,31,NA,1877,NA,NA,NA,0,NA,8,NA,2,NA,2,NA,344,NA,30,NA,0,NA,40,NA,0,NA,0,NA,10,NA,0,NA,1,NA,30,NA,0,NA,NA,NA,NA,NA,NA,8,NA,1628,NA,241,NA
"Blue Ridge Legal Services, Inc.",447081,2011,VA,VA-19,Basic Field,0,496,NA,NA,1487,17,NA,1622,NA,344,NA,5,324,62,11,20,NA,1561,NA,NA,NA,0,NA,3,NA,2,NA,2,NA,270,NA,52,NA,2,NA,58,NA,2,NA,0,NA,10,NA,1,NA,1,NA,14,NA,5,NA,NA,NA,NA,NA,NA,12,NA,1267,NA,282,NA
"Blue Ridge Legal Services, Inc.",447081,2012,VA,VA-19,Basic Field,2,536,NA,NA,1480,15,NA,1650,NA,351,NA,7,367,62,4,25,NA,1551,1944,NA,72,0,NA,7,NA,0,NA,2,NA,294,NA,71,NA,0,NA,57,NA,5,NA,0,NA,2,NA,2,NA,1,NA,21,NA,3,NA,NA,NA,NA,NA,NA,12,NA,1269,NA,270,NA
"Blue Ridge Legal Services, Inc.",447081,2013,VA,VA-19,Basic Field,1,489,NA,NA,1499,15,NA,1638,NA,336,NA,18,338,40,8,20,NA,1565,1908,NA,81,0,NA,16,NA,2,NA,1,NA,279,NA,58,NA,0,NA,36,NA,4,NA,0,NA,5,NA,3,NA,1,NA,16,NA,3,NA,NA,NA,NA,NA,NA,13,NA,1286,NA,266,NA
"Blue Ridge Legal Services, Inc.",447081,2014,VA,VA-19,Basic Field,0,525,NA,NA,1616,9,790,NA,969,373,NA,19,400,43,6,25,NA,1648,2074,NA,67,0,8,NA,9,2,NA,1,153,NA,178,68,NA,1,22,NA,19,1,NA,0,0,NA,6,0,NA,0,12,NA,12,1,NA,NA,NA,NA,NA,NA,7,595,NA,745,301,NA
"Blue Ridge Legal Services, Inc.",447081,2015,VA,VA-19,Basic Field,0,508,0,NA,1571,4,729,NA,968,378,NA,19,328,41,4,51,NA,1636,2018,NA,61,0,7,NA,11,1,NA,0,116,NA,161,51,NA,1,21,NA,19,0,NA,0,0,NA,4,0,NA,0,25,NA,23,3,NA,NA,NA,NA,NA,NA,3,560,NA,750,323,NA
"Blue Ridge Legal Services, Inc.",447081,2016,VA,VA-19,Basic Field,1,551,0,NA,1669,4,804,NA,1034,378,NA,21,374,52,4,50,NA,1719,2137,NA,83,0,6,NA,11,4,NA,0,122,NA,196,56,NA,1,28,NA,21,2,NA,0,0,NA,3,1,NA,3,25,NA,20,2,NA,NA,NA,NA,NA,NA,0,623,NA,783,313,NA
"Blue Ridge Legal Services, Inc.",447081,2017,VA,VA-19,Basic Field,NA,466,1,0,1372,6,670,NA,793,370,0,8,324,57,5,37,0,1408,1780,0,59,0,2,NA,5,1,0,4,104,NA,155,61,0,0,32,NA,21,4,0,0,1,NA,4,0,0,0,18,NA,15,4,0,0,0,0,0,0,2,513,NA,593,300,0
"California Indian Legal Services, Inc.",705158,2008,CA,CA-1,Basic Field,0,33,NA,NA,52,NA,NA,38,NA,47,NA,NA,NA,5,22,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,12,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,35,NA
"California Indian Legal Services, Inc.",705158,2008,CA,NCA-1,Native American,34,298,NA,NA,529,4,NA,690,NA,133,NA,5,5,31,742,NA,NA,44,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,28,NA,3,NA,3,NA,620,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,35,NA,8,NA
"California Indian Legal Services, Inc.",705158,2009,CA,CA-1,Basic Field,0,31,NA,NA,46,NA,NA,26,NA,51,NA,NA,NA,1,17,1,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,8,NA,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,42,NA
"California Indian Legal Services, Inc.",705158,2009,CA,NCA-1,Native American,30,279,NA,NA,500,4,NA,718,NA,87,NA,1,7,30,719,19,NA,33,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,29,NA,1,NA,4,NA,639,NA,76,NA,NA,NA,16,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,7,NA
"California Indian Legal Services, Inc.",705158,2010,CA,CA-1,Basic Field,0,40,NA,NA,71,0,NA,56,NA,55,NA,0,0,4,40,1,NA,66,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2,NA,2,NA,0,NA,28,NA,12,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,25,NA,41,NA
"California Indian Legal Services, Inc.",705158,2010,CA,NCA-1,Native American,35,284,NA,NA,512,6,NA,688,NA,137,NA,NA,7,27,759,2,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,NA,NA,NA,25,NA,2,NA,6,NA,624,NA,129,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,4,NA
"California Indian Legal Services, Inc.",705158,2011,CA,CA-1,Basic Field,0,24,NA,NA,49,NA,NA,29,NA,44,NA,NA,1,5,23,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,14,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,33,NA
"California Indian Legal Services, Inc.",705158,2011,CA,NCA-1,Native American,67,200,NA,NA,358,3,NA,521,NA,101,NA,NA,2,23,567,5,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,19,NA,4,NA,3,NA,472,NA,92,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,5,NA
"California Indian Legal Services, Inc.",705158,2012,CA,CA-1,Basic Field,0,10,NA,NA,28,NA,NA,14,NA,24,NA,NA,NA,1,13,NA,NA,24,33,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,13,NA
"California Indian Legal Services, Inc.",705158,2012,CA,NCA-1,Native American,24,158,NA,NA,270,5,NA,356,NA,91,NA,NA,3,16,413,1,NA,19,431,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,11,NA,5,NA,5,NA,328,NA,80,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,5,NA
"California Indian Legal Services, Inc.",705158,2013,CA,CA-1,Basic Field,0,8,NA,NA,16,NA,NA,12,NA,12,NA,NA,NA,1,11,NA,NA,12,19,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,7,NA
"California Indian Legal Services, Inc.",705158,2013,CA,NCA-1,Native American,7,153,NA,NA,246,2,NA,316,NA,94,NA,1,3,6,392,NA,NA,10,387,NA,25,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,6,NA,NA,NA,2,NA,298,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2,NA
"California Indian Legal Services, Inc.",705158,2014,CA,CA-1,Basic Field,0,15,NA,NA,37,1,7,NA,15,29,NA,NA,NA,3,16,NA,NA,33,49,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,4,NA,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,12,18,NA
"California Indian Legal Services, Inc.",705158,2014,CA,NCA-1,Native American,33,120,NA,NA,263,7,138,NA,186,85,NA,NA,NA,2,403,3,NA,8,395,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,0,NA,7,134,NA,179,83,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,0,2,NA,5,1,NA
"California Indian Legal Services, Inc.",705158,2015,CA,CA-1,Basic Field,0,22,0,NA,34,0,4,NA,21,31,NA,0,0,6,23,1,NA,26,52,NA,4,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,3,3,NA,0,3,NA,10,10,NA,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,0,1,NA,7,18,NA
"California Indian Legal Services, Inc.",705158,2015,CA,NCA-1,Native American,6,98,0,NA,260,0,112,NA,161,85,NA,0,1,2,338,4,NA,13,336,NA,28,0,0,NA,0,0,NA,0,0,NA,1,0,NA,0,1,NA,1,0,NA,0,104,NA,152,82,NA,0,2,NA,2,0,NA,NA,NA,NA,NA,NA,0,5,NA,5,3,NA
"California Indian Legal Services, Inc.",705158,2016,CA,CA-1,Basic Field,0,16,0,NA,31,0,7,NA,14,26,NA,0,0,2,20,0,NA,25,38,NA,9,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1,NA,0,1,NA,0,4,NA,8,8,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,NA,6,17,NA
"California Indian Legal Services, Inc.",705158,2016,CA,NCA-1,Native American,18,137,0,NA,277,5,121,NA,186,102,NA,0,3,2,401,0,NA,8,395,NA,37,0,0,NA,0,0,NA,0,2,NA,1,0,NA,0,0,NA,1,1,NA,5,115,NA,182,99,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,NA,2,2,NA
"California Indian Legal Services, Inc.",705158,2017,CA,CA-1,Basic Field,NA,12,0,0,23,0,5,NA,13,17,0,0,0,0,24,0,0,11,28,1,6,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,5,NA,10,9,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,3,8,0
"California Indian Legal Services, Inc.",705158,2017,CA,NCA-1,Native American,NA,130,0,0,236,0,137,NA,162,67,0,0,3,3,354,0,0,6,335,0,31,0,0,NA,0,0,0,0,2,NA,1,0,0,0,2,NA,1,0,0,0,131,NA,156,67,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,NA,4,0,0
"California Rural Legal Assistance, Inc.",805260,2008,CA,CA-31,Basic Field,0,3306,NA,NA,5070,180,NA,6819,NA,1267,NA,159,467,4498,132,67,NA,2943,NA,NA,NA,2,NA,132,NA,25,NA,5,NA,416,NA,46,NA,133,NA,3618,NA,747,NA,5,NA,109,NA,18,NA,1,NA,55,NA,11,NA,NA,NA,NA,NA,NA,34,NA,2489,NA,420,NA
"California Rural Legal Assistance, Inc.",805260,2008,CA,MCA,Migrant Worker,0,660,NA,NA,395,8,NA,919,NA,122,NA,1,0,999,43,0,NA,6,NA,NA,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,7,NA,874,NA,118,NA,1,NA,38,NA,4,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,6,NA,0,NA
"California Rural Legal Assistance, Inc.",805260,2009,CA,CA-31,Basic Field,2,3294,NA,NA,4929,144,NA,6375,NA,1706,NA,115,398,3912,110,1390,NA,2300,NA,NA,NA,2,NA,94,NA,19,NA,5,NA,53,NA,340,NA,85,NA,3125,NA,702,NA,4,NA,96,NA,10,NA,31,NA,1073,NA,286,NA,NA,NA,NA,NA,NA,17,NA,1934,NA,349,NA
"California Rural Legal Assistance, Inc.",805260,2009,CA,MCA,Migrant Worker,0,984,NA,NA,454,21,NA,1313,NA,104,NA,2,2,1209,137,71,NA,17,NA,NA,NA,0,NA,2,NA,0,NA,0,NA,2,NA,0,NA,16,NA,1093,NA,100,NA,5,NA,128,NA,4,NA,0,NA,71,NA,0,NA,NA,NA,NA,NA,NA,0,NA,17,NA,0,NA
"California Rural Legal Assistance, Inc.",805260,2010,CA,CA-31,Basic Field,0,3197,NA,NA,4717,136,NA,6374,NA,1450,NA,141,393,4329,141,432,NA,2524,NA,NA,NA,2,NA,121,NA,18,NA,2,NA,342,NA,49,NA,115,NA,3382,NA,832,NA,2,NA,119,NA,20,NA,6,NA,360,NA,66,NA,NA,NA,NA,NA,NA,9,NA,2050,NA,465,NA
"California Rural Legal Assistance, Inc.",805260,2010,CA,MCA,Migrant Worker,0,1310,NA,NA,599,13,NA,1743,NA,153,NA,3,3,1652,244,1,NA,6,NA,NA,NA,0,NA,3,NA,0,NA,0,NA,3,NA,0,NA,11,NA,1506,NA,135,NA,1,NA,227,NA,16,NA,0,NA,1,NA,0,NA,NA,NA,NA,NA,NA,1,NA,3,NA,2,NA
"California Rural Legal Assistance, Inc.",805260,2011,CA,CA-31,Basic Field,6,2997,NA,NA,4619,132,NA,6413,NA,1077,NA,103,311,4164,345,298,NA,2401,NA,NA,NA,1,NA,82,NA,20,NA,4,NA,265,NA,42,NA,101,NA,3467,NA,596,NA,2,NA,301,NA,42,NA,2,NA,264,NA,32,NA,NA,NA,NA,NA,NA,22,NA,2034,NA,345,NA
"California Rural Legal Assistance, Inc.",805260,2011,CA,MCA,Migrant Worker,1,1001,NA,NA,551,12,NA,1397,NA,145,NA,5,NA,1312,222,3,NA,12,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1174,NA,128,NA,2,NA,204,NA,16,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,1,NA
"California Rural Legal Assistance, Inc.",805260,2012,CA,CA-31,Basic Field,7,2229,NA,NA,3463,125,NA,4702,NA,872,NA,70,295,2088,99,225,NA,2922,5402,NA,180,NA,NA,54,NA,16,NA,4,NA,255,NA,36,NA,69,NA,1654,NA,365,NA,NA,NA,90,NA,9,NA,1,NA,189,NA,35,NA,NA,NA,NA,NA,NA,51,NA,2460,NA,411,NA
"California Rural Legal Assistance, Inc.",805260,2012,CA,MCA,Migrant Worker,0,765,NA,NA,481,7,NA,1114,NA,111,NA,1,NA,1081,7,77,NA,66,1246,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,972,NA,103,NA,NA,NA,7,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,57,NA,8,NA
"California Rural Legal Assistance, Inc.",805260,2013,CA,CA-31,Basic Field,11,2180,NA,NA,3164,76,NA,4704,NA,574,NA,32,116,2195,23,2776,NA,212,5162,NA,192,0,NA,23,NA,9,NA,5,NA,94,NA,17,NA,69,NA,1723,NA,403,NA,1,NA,18,NA,4,NA,0,NA,2758,NA,18,NA,NA,NA,NA,NA,NA,1,NA,88,NA,123,NA
"California Rural Legal Assistance, Inc.",805260,2013,CA,MCA,Migrant Worker,0,677,NA,NA,426,11,NA,1020,NA,73,NA,0,3,804,5,291,NA,1,1101,NA,2,0,NA,0,NA,0,NA,0,NA,2,NA,1,NA,11,NA,723,NA,70,NA,0,NA,4,NA,1,NA,0,NA,290,NA,1,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,NA
"California Rural Legal Assistance, Inc.",805260,2014,CA,CA-31,Basic Field,7,2215,NA,NA,3293,81,1503,NA,2916,1015,NA,61,269,2362,77,734,NA,2012,5295,NA,220,1,13,NA,35,12,NA,2,73,NA,177,17,NA,71,656,NA,1169,466,NA,1,21,NA,53,2,NA,3,133,NA,196,402,NA,NA,NA,NA,NA,NA,3,607,NA,1286,116,NA
"California Rural Legal Assistance, Inc.",805260,2014,CA,MCA,Migrant Worker,0,594,NA,NA,385,12,327,NA,524,116,NA,46,2,721,149,2,NA,59,974,NA,5,NA,NA,NA,46,NA,NA,NA,2,NA,NA,NA,NA,12,231,NA,394,84,NA,NA,51,NA,82,16,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,16,NA
"California Rural Legal Assistance, Inc.",805260,2015,CA,CA-31,Basic Field,3,2048,24,NA,3169,90,1491,NA,2892,771,NA,174,160,2155,126,365,NA,2264,5000,NA,244,9,47,NA,80,38,NA,2,41,NA,91,26,NA,45,634,NA,1170,306,NA,1,20,NA,76,29,NA,NA,135,NA,201,29,NA,NA,NA,NA,NA,NA,33,614,NA,1274,343,NA
"California Rural Legal Assistance, Inc.",805260,2015,CA,MCA,Migrant Worker,0,434,4,NA,301,22,285,NA,346,86,NA,1,NA,603,4,129,NA,2,737,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,231,NA,291,72,NA,NA,4,NA,NA,NA,NA,12,48,NA,55,14,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"California Rural Legal Assistance, Inc.",805260,2016,CA,CA-31,Basic Field,5,1723,0,NA,2687,107,1200,NA,2256,847,NA,36,272,1841,18,686,NA,1557,4233,NA,177,0,14,NA,13,9,NA,2,66,NA,152,52,NA,37,533,NA,930,341,NA,0,4,NA,10,4,NA,29,191,NA,355,111,NA,NA,NA,NA,NA,NA,39,392,NA,796,330,NA
"California Rural Legal Assistance, Inc.",805260,2016,CA,MCA,Migrant Worker,0,518,0,NA,417,6,323,NA,492,114,NA,1,2,695,2,198,NA,37,934,NA,1,1,0,NA,0,0,NA,0,0,NA,1,1,NA,3,253,NA,365,74,NA,0,0,NA,0,2,NA,0,59,NA,108,31,NA,NA,NA,NA,NA,NA,2,11,NA,18,6,NA
"California Rural Legal Assistance, Inc.",805260,2017,CA,CA-31,Basic Field,NA,1706,0,4,2759,79,1165,NA,2233,992,0,58,325,1624,113,169,330,1850,4296,0,173,1,16,NA,23,18,0,2,70,NA,181,72,0,40,435,NA,796,353,0,3,24,NA,64,22,0,4,98,NA,55,12,0,3,77,188,62,0,26,445,NA,926,453,0
"California Rural Legal Assistance, Inc.",805260,2017,CA,MCA,Migrant Worker,NA,601,0,0,364,3,391,NA,472,99,0,0,1,746,68,48,16,86,964,0,1,0,0,NA,0,0,0,0,1,NA,0,0,0,2,297,NA,371,76,0,0,43,NA,24,1,0,1,17,NA,21,9,0,0,10,6,0,0,0,23,NA,50,13,0
Capital Area Legal Services Corporation (CLOSED),619010,2008,LA,LA-1,Basic Field,0,840,NA,NA,2547,49,NA,3076,NA,294,NA,15,2347,39,44,15,NA,959,NA,NA,NA,1,NA,13,NA,1,NA,42,NA,2099,NA,206,NA,0,NA,30,NA,9,NA,0,NA,41,NA,3,NA,0,NA,14,NA,1,NA,NA,NA,NA,NA,NA,6,NA,879,NA,74,NA
Capital Area Legal Services Corporation (CLOSED),619010,2009,LA,LA-1,Basic Field,0,656,NA,NA,2427,39,NA,2656,NA,388,NA,8,1922,34,53,15,NA,1051,NA,NA,NA,0,NA,6,NA,2,NA,30,NA,1674,NA,218,NA,1,NA,26,NA,7,NA,0,NA,43,NA,10,NA,1,NA,10,NA,4,NA,NA,NA,NA,NA,NA,7,NA,897,NA,147,NA
Capital Area Legal Services Corporation (CLOSED),619010,2010,LA,LA-1,Basic Field,0,562,NA,NA,2101,46,NA,2308,NA,309,NA,12,1620,28,43,30,NA,930,NA,NA,NA,0,NA,9,NA,3,NA,40,NA,1395,NA,185,NA,0,NA,27,NA,1,NA,0,NA,39,NA,4,NA,3,NA,25,NA,2,NA,NA,NA,NA,NA,NA,3,NA,813,NA,114,NA
Capital Area Legal Services Corporation (CLOSED),619010,2011,LA,LA-1,Basic Field,0,298,NA,NA,1114,60,NA,1221,NA,131,NA,5,909,13,22,14,NA,449,NA,NA,NA,0,NA,5,NA,0,NA,53,NA,773,NA,83,NA,0,NA,13,NA,0,NA,0,NA,20,NA,2,NA,1,NA,12,NA,1,NA,NA,NA,NA,NA,NA,6,NA,398,NA,45,NA
Center for Arkansas Legal Services,604061,2008,AR,AR-7,Basic Field,0,1321,NA,NA,4024,142,NA,4750,NA,453,NA,30,2096,63,18,55,NA,3083,NA,NA,NA,1,NA,28,NA,1,NA,92,NA,1853,NA,151,NA,0,NA,59,NA,4,NA,1,NA,13,NA,4,NA,1,NA,46,NA,8,NA,NA,NA,NA,NA,NA,47,NA,2751,NA,285,NA
