org_name,recipient_id,grant_year,state,service_area__c,service_area_type__c,lsc_expenditures__c_Audit_Non_Personnel_Expenses,lsc_expenditures__c_Contract_Services_to_Clients_Non_Personnel_Expenses,lsc_expenditures__c_Contract_Services_to_Recipient_Non_Personnel_Expenses,lsc_expenditures__c_Dues_and_Fees_Non_Personnel_Expenses,lsc_expenditures__c_Employee_Benefits_Personnel_Expenses,lsc_expenditures__c_Equipment_Rental_Non_Personnel_Expenses,lsc_expenditures__c_Insurance_Non_Personnel_Expenses,lsc_expenditures__c_Lawyers_Wages_Personnel_Expenses,lsc_expenditures__c_Library_Non_Personnel_Expenses,lsc_expenditures__c_Litigation_Non_Personnel_Expenses,lsc_expenditures__c_Mortgage_Payments_Non_Personnel_Expenses,lsc_expenditures__c_Office_Supplies_Non_Personnel_Expenses,lsc_expenditures__c_Other_Non_Personnel_Expenses,lsc_expenditures__c_Other_Space_Expense_Non_Personnel_Expenses,lsc_expenditures__c_Other_Staff_Wages_Personnel_Expenses,lsc_expenditures__c_Paralegals_Wages_Personnel_Expenses,lsc_expenditures__c_Property_Acquisition_Non_Personnel_Expenses,lsc_expenditures__c_Purchase_Payments_Non_Personnel_Expenses,lsc_expenditures__c_Space_Rent_Lease_Non_Personnel_Expenses,lsc_expenditures__c_Telephone_Non_Personnel_Expenses,lsc_expenditures__c_Training_Board_Non_Personnel_Expenses,lsc_expenditures__c_Training_Staff_Other_Non_Personnel_Expenses,lsc_expenditures__c_Travel_Board_Non_Personnel_Expenses,lsc_expenditures__c_Travel_Staff_Other_Non_Personnel_Expenses,non_lsc_expenditures__c_Audit_Non_Personnel_Expenses,non_lsc_expenditures__c_Contract_Services_to_Clients_Non_Personnel_Expenses,non_lsc_expenditures__c_Contract_Services_to_Recipient_Non_Personnel_Expenses,non_lsc_expenditures__c_Dues_and_Fees_Non_Personnel_Expenses,non_lsc_expenditures__c_Employee_Benefits_Personnel_Expenses,non_lsc_expenditures__c_Equipment_Rental_Non_Personnel_Expenses,non_lsc_expenditures__c_Insurance_Non_Personnel_Expenses,non_lsc_expenditures__c_Lawyers_Wages_Personnel_Expenses,non_lsc_expenditures__c_Library_Non_Personnel_Expenses,non_lsc_expenditures__c_Litigation_Non_Personnel_Expenses,non_lsc_expenditures__c_Mortgage_Payments_Non_Personnel_Expenses,non_lsc_expenditures__c_Office_Supplies_Non_Personnel_Expenses,non_lsc_expenditures__c_Other_Non_Personnel_Expenses,non_lsc_expenditures__c_Other_Space_Expense_Non_Personnel_Expenses,non_lsc_expenditures__c_Other_Staff_Wages_Personnel_Expenses,non_lsc_expenditures__c_Paralegals_Wages_Personnel_Expenses,non_lsc_expenditures__c_Property_Acquisition_Non_Personnel_Expenses,non_lsc_expenditures__c_Purchase_Payments_Non_Personnel_Expenses,non_lsc_expenditures__c_Space_Rent_Lease_Non_Personnel_Expenses,non_lsc_expenditures__c_Telephone_Non_Personnel_Expenses,non_lsc_expenditures__c_Training_Board_Non_Personnel_Expenses,non_lsc_expenditures__c_Training_Staff_Other_Non_Personnel_Expenses,non_lsc_expenditures__c_Travel_Board_Non_Personnel_Expenses,non_lsc_expenditures__c_Travel_Staff_Other_Non_Personnel_Expenses,Total_lsc_expenditures__c,Total_non_lsc_expenditures__c,Total_lsc_nonlsc_expenditures__c,Total_Personnel_Expenses,Total_Non_Personnel_Expenses
Appalachian Research and Defense Fund of Kentucky,618030,2008,KY,KY-5,Basic Field,10500,0,28413,0,503362,12350,25277,527035,24982,6990,0,59311,314,82747,473486,95373,0,0,14377,73883,3400,48136,3500,35012,5500,84078,203916,17993,611419,17407,17277,1128646,14745,6748,0,73471,22433,0,318000,23093,16696,0,60568,43368,3186,36000,3416,16293,2028448,2724253,4752701,3680414,1072287
Appalachian Research and Defense Fund of Kentucky,618030,2009,KY,KY-5,Basic Field,12886,0,32789,0,606483,29938,31646,581874,25806,6117,0,91997,9385,72797,410581,73548,0,0,50155,98192,0,46106,4022,30977,4114,80148,165781,21249,472230,11776,11507,1032462,10545,2882,0,39576,15864,34257,337305,21945,18170,0,23602,35979,0,39275,3290,26388,2215299,2408345,4623644,3536428,1087216
Appalachian Research and Defense Fund of Kentucky,618030,2010,KY,KY-5,Basic Field,12665,0,46227,0,780201,53569,36021,787620,27130,2378,0,78474,7088,112861,580048,13995,0,64322,60611,86791,603,49128,2175,47783,4335,98037,136522,20133,491658,18336,12329,754536,9286,814,0,36197,94325,40691,369769,70526,15714,0,20746,37137,252,26977,910,21461,2849690,2280691,5130381,3848353,1282028
Appalachian Research and Defense Fund of Kentucky,618030,2011,KY,KY-5,Basic Field,0,62466,0,55,644036,19116,21702,693112,26921,3634,0,28971,682,39149,523684,70458,0,0,34650,29087,0,2111,0,44848,0,165258,0,7909,459908,13714,9368,553106,8020,3145,0,37253,113463,34481,308386,11768,41680,0,57048,33150,0,1882,0,28988,2244682,1888527,4133209,3264458,868751
Appalachian Research and Defense Fund of Kentucky,618030,2012,KY,KY-5,Basic Field,10780,0,56203,238,657384,13088,26524,297754,21575,2968,0,44711,16726,33571,570747,72068,0,0,43073,57739,1431,3399,0,30963,11220,63799,124558,8632,305492,14750,316,745557,8434,4576,0,70120,155324,21606,324053,15772,4880,0,51437,58995,1807,6409,0,29299,1960942,2027036,3987978,2988827,999151
Appalachian Research and Defense Fund of Kentucky,618030,2013,KY,KY-5,Basic Field,12600,0,1586,0,679345,14478,12701,301764,14698,2568,0,26694,9317,21096,545642,63170,0,0,31560,57248,0,3277,837,12486,9900,94959,161214,7832,293557,16621,12701,694802,15440,4063,0,44311,88346,36441,245756,39355,0,0,36510,59740,0,12271,837,13459,1811067,1888115,3699182,2863391,835791
Appalachian Research and Defense Fund of Kentucky,618030,2014,KY,KY-5,Basic Field,11250,0,2879,0,367673,13931,20846,616510,14392,750,0,0,646,19812,356249,33344,0,0,27941,47699,0,343,1322,14671,11250,66427,168072,12942,324098,16299,23798,287789,17998,3483,8297,53004,90071,22731,210061,54437,1725,0,30348,52117,0,2093,2100,24246,1550258,1483386,3033644,2250161,783483
Appalachian Research and Defense Fund of Kentucky,618030,2015,KY,KY-5,Basic Field,19721,0,38405,0,520118,7909,20520,495380,0,2212,0,29712,1680,26432,254708,29271,0,0,39713,57071,0,1432,0,29689,1279,63160,136063,12297,90271,21569,2896,283511,28804,794,14633,12515,80670,9552,282955,29877,11199,0,3669,7439,840,7065,1605,23202,1573973,1125865,2699838,1986091,713747
Appalachian Research and Defense Fund of Kentucky,618030,2016,KY,KY-5,Basic Field,16857,0,43766,10328,466133,11263,15903,573876,21899,1322,0,36256,1098,31765,314892,0,0,0,36397,51438,0,4341,0,39136,5644,72561,117903,4513,143442,4467,5324,241639,6859,510,1886,11307,77856,16033,202760,58709,0,0,7403,17222,0,4113,2068,16681,1676670,1018900,2695570,2001451,694119
Appalachian Research and Defense Fund of Kentucky,618030,2017,KY,KY-5,Basic Field,14636,39800,13649,4215,381758,6732,12587,430343,15403,1281,0,26960,36381,30217,362969,753,0,0,34492,45564,0,5415,1573,37426,7564,4215,92993,9856,309353,7339,8449,413289,7962,672,0,14337,259340,21083,268318,62688,0,0,11833,36508,693,4545,879,28803,1502154,1570719,3072873,2229471,843402
"Atlanta Legal Aid Society, Inc.",611010,2008,GA,GA-1,Basic Field,38400,0,0,0,442578,3474,28448,609606,46549,24829,0,64624,162988,88238,455493,174843,0,0,245347,75542,0,24545,0,69352,0,207677,120418,11000,1417941,0,0,3236658,1271,155,0,35203,70095,60782,753614,921623,0,0,71381,13368,0,6165,0,10040,2554856,6937391,9492247,8012356,1479891
"Atlanta Legal Aid Society, Inc.",611010,2009,GA,GA-1,Basic Field,13500,0,22054,0,573510,2373,15213,920568,43523,6808,0,110211,23236,31563,427801,362583,0,0,167154,37381,0,14306,0,27950,13500,140546,75178,11225,1150960,0,15000,3029277,873,14923,0,99897,64661,71137,812279,701131,1248,0,166800,46531,0,2856,0,26481,2799734,6444503,9244237,7978109,1266128
"Atlanta Legal Aid Society, Inc.",611010,2010,GA,GA-1,Basic Field,19600,0,0,0,967632,21322,13939,755910,24068,7092,0,55105,39617,46318,499170,390403,0,0,168441,27642,0,9769,0,24815,18000,178704,86665,10500,767633,21493,13000,3344274,25852,7432,0,155809,39667,34500,773310,637367,61188,0,166738,34896,0,15453,0,32346,3070843,6424827,9495670,8135699,1359971
"Atlanta Legal Aid Society, Inc.",611010,2011,GA,GA-1,Basic Field,23600,0,23617,0,464288,21085,13945,1116256,18821,10190,0,67148,16850,50259,624986,266560,17250,0,145201,32165,0,2701,0,19162,24000,130283,121129,10500,1165279,22500,13500,2912718,21393,12148,0,74023,75320,71135,610178,738623,0,0,160200,30020,0,6483,0,23303,2934084,6222735,9156819,7898888,1257931
"Atlanta Legal Aid Society, Inc.",611010,2012,GA,GA-1,Basic Field,34000,12855,44776,0,633438,22889,13927,930389,18202,7310,0,54495,0,32979,537581,77224,0,0,98580,29384,0,3945,0,18829,15000,59380,105096,9500,903706,30225,13000,2969668,19452,17609,0,108991,67820,59077,675939,931302,0,0,161270,31936,0,11479,0,28527,2570803,6218977,8789780,7659247,1130533
"Atlanta Legal Aid Society, Inc.",611010,2013,GA,GA-1,Basic Field,22300,11935,85520,0,517214,29853,7521,1324049,18383,10818,0,34321,47032,30718,478801,143049,0,0,143294,22928,0,7468,0,21703,22300,88345,207722,9500,1055284,29000,19695,2640298,27000,11999,0,41335,184240,99488,769212,883041,0,0,164621,33362,0,11626,0,28721,2956907,6326789,9283696,7810948,1472748
"Atlanta Legal Aid Society, Inc.",611010,2014,GA,GA-1,Basic Field,18400,12361,79216,0,640143,27393,13871,1692083,19396,8009,0,78021,8924,45067,625421,287242,0,0,114386,17683,0,7960,0,24118,27600,93799,185742,9763,973421,41088,20805,2380096,26561,12015,0,112819,163640,78981,642788,808713,0,0,171580,34025,0,16360,0,22333,3719694,5822129,9541823,8049907,1491916
"Atlanta Legal Aid Society, Inc.",611010,2015,GA,GA-1,Basic Field,36894,0,94983,0,739427,38695,23479,1655628,37059,18183,0,118971,20611,109861,679122,239654,0,0,119583,42806,0,0,0,29781,15098,83199,115533,9763,874572,11440,6623,2473274,10989,5199,0,93273,88526,70879,463775,815649,0,0,188264,12194,0,18043,0,17677,4004737,5373970,9378707,7941101,1437606
"Atlanta Legal Aid Society, Inc.",611010,2016,GA,GA-1,Basic Field,32100,0,63316,0,815447,42444,24631,1872607,37483,16350,0,125231,1495,83223,651904,206009,0,0,225091,45023,0,8493,0,29389,8500,216342,83592,11001,895978,10610,6075,2559928,11350,4136,30631,68250,151016,92514,763939,465739,24006,0,95544,14148,0,11228,0,14111,4280236,5538638,9818874,8231551,1587323
"Atlanta Legal Aid Society, Inc.",611010,2017,GA,GA-1,Basic Field,18219,7736,25832,0,649077,0,4206,1822383,19095,9850,0,76666,0,22969,690049,458665,0,0,204619,0,0,0,0,5799,32381,560138,76210,10725,1320397,55574,26886,3282233,35897,18426,19536,110368,155134,166034,371690,457394,0,0,139061,58267,0,13051,0,28685,4015165,6938087,10953252,9051888,1901364
Bay Area Legal Aid,805270,2008,CA,CA-28,Basic Field,16000,18263,29505,20518,556902,68357,36988,1266263,34471,22557,0,88602,40307,98702,767646,403089,0,0,594521,76963,0,45278,2949,31744,12000,190646,28697,35449,717228,77834,22507,1984852,19416,5526,150840,59105,17690,23269,690600,464193,4705502,0,140157,47587,0,37665,2198,9565,4219625,9442526,13662151,6850773,6811378
Bay Area Legal Aid,805270,2009,CA,CA-28,Basic Field,19877,18375,92919,15559,621796,102065,39265,1424940,50936,16439,0,115760,33732,89976,1063703,326087,0,0,420095,94113,0,20039,776,28542,10123,172054,24269,41674,618381,62532,18867,1953504,104,4286,296591,41899,22166,75921,371395,474376,1353339,0,57902,45919,0,14899,3292,10525,4594994,5674018,10269012,6854182,3414830
Bay Area Legal Aid,805270,2010,CA,CA-28,Basic Field,29478,11656,78601,17795,714589,164773,52814,1536211,55928,23963,0,125901,27150,76323,1056981,394203,0,0,444413,83479,0,34755,0,32558,1522,128317,14546,25452,645912,37687,3553,1908028,104,9895,311584,33600,16460,19023,367811,424475,114451,0,110766,25703,0,18998,4510,7862,4961571,4230259,9191830,7048210,2143620
Bay Area Legal Aid,805270,2011,CA,CA-28,Basic Field,30199,290,77192,17958,772612,115984,49855,1564769,60395,31361,0,105278,12983,40289,1089348,335982,57585,0,362611,70746,0,29983,0,39285,1801,177641,22183,29579,657671,40081,4588,1866533,806,4061,306289,46686,31244,18580,324628,353985,389197,0,168390,30596,0,18385,3151,7990,4864705,4504065,9368770,6965528,2403242
Bay Area Legal Aid,805270,2012,CA,CA-28,Basic Field,29834,527,74151,17646,646733,89665,48390,1228668,37680,11018,0,89001,4518,86788,1077852,261099,42794,0,295929,68553,0,32011,0,30850,2166,332196,37475,25664,787254,89814,6001,2323048,30367,8553,246616,30677,30534,27272,436774,365687,142575,0,198217,29563,0,35658,1361,23746,4173707,5211218,9384925,7127115,2257810
Bay Area Legal Aid,805270,2013,CA,CA-28,Basic Field,30708,0,80746,18043,618496,116861,41074,1425478,37141,11995,0,100592,11973,72038,879987,132987,9320,0,349274,53287,0,39865,0,38406,2292,141324,20831,30126,889045,69524,16954,2547377,30400,17251,218434,50411,57496,76174,602188,355543,79157,0,202263,39397,0,20419,1904,22236,4068271,5490746,9559017,7451101,2107916
Bay Area Legal Aid,805270,2014,CA,CA-28,Basic Field,27997,0,78839,19711,637923,109093,44304,1541822,44980,8923,0,95660,14249,72552,864776,121911,10048,0,353010,45906,0,29710,0,43409,6003,189230,88207,37662,1017625,93784,20628,3006364,22248,7218,212463,73145,29020,24928,688919,338234,16161,0,221711,44697,0,46600,2440,27724,4164823,6215011,10379834,8217574,2162260
Bay Area Legal Aid,805270,2015,CA,CA-28,Basic Field,22616,313,155303,21565,613242,109993,48455,1412401,32064,12636,0,118345,8377,82152,811267,189981,22284,0,414143,63951,0,32975,0,42142,11384,443162,126166,36287,1178440,68764,25849,3617423,20500,8511,206169,103974,39401,22807,853592,167186,119181,0,223106,42557,0,52141,4512,34109,4214205,7405221,11619426,8843532,2775894
Bay Area Legal Aid,805270,2016,CA,CA-28,Basic Field,24340,0,236095,20250,597493,112470,54681,1431304,39550,16767,0,108339,10375,96433,880011,116901,0,0,398567,67392,0,48258,0,45042,16149,549692,147414,47829,1405465,99479,20658,4602866,40290,6867,228397,92610,52807,43010,851105,253745,48679,0,259372,111192,0,56703,4722,46676,4304268,8985727,13289995,10138890,3151105
Bay Area Legal Aid,805270,2017,CA,CA-28,Basic Field,24183,46,184843,28078,557481,28773,53371,1312790,42556,0,0,161233,13061,71502,943610,74159,0,0,538428,87467,0,34557,0,48853,18267,1022890,119741,34505,1675854,68671,21379,5752839,43643,39216,250653,132046,76825,66499,865133,318113,138047,0,459578,123976,0,61411,5315,53228,4204991,11347829,15552820,11499979,4052841
"Bay Area Legal Services, Inc.",610050,2008,FL,FL-16,Basic Field,4000,0,140000,950,372540,5860,2240,1083421,9420,8940,0,23450,12000,13690,576840,185410,0,0,117450,44252,0,4590,189,6300,11000,0,61783,26827,810913,34317,27434,1613503,48725,25130,0,68080,54243,50120,1290809,285760,12997,0,213816,67276,0,36793,0,25150,2611542,4764676,7376218,6219196,1157022
"Bay Area Legal Services, Inc.",610050,2009,FL,FL-16,Basic Field,4500,0,140000,1020,395420,9250,2340,1136133,9560,3960,0,27930,18500,16540,682450,192650,0,0,115080,40690,0,4150,124,8510,10500,0,56799,35103,753918,24330,27666,2279531,30936,31346,0,71744,49742,62252,592833,193844,0,0,222239,58655,0,31348,0,21495,2808807,4554281,7363088,6226779,1136309
"Bay Area Legal Services, Inc.",610050,2010,FL,FL-16,Basic Field,8000,0,154000,600,523750,10250,15000,1189326,5900,4300,0,32450,23700,17020,750500,118142,3.00E+05,0,117080,39000,0,4400,500,6000,13200,0,24082,46049,770633,41510,22565,2313939,21034,39345,0,105103,65531,74718,950379,276572,0,0,202298,43657,0,6828,207,42189,3319918,5059839,8379757,6893241,1486516
"Bay Area Legal Services, Inc.",610050,2011,FL,FL-16,Basic Field,10000,0,147840,4582,459502,17214,15193,1138868,5515,3651,0,31162,44769,31507,737013,97454,0,0,123134,40296,0,4889,0,3880,11200,0,36443,20041,447912,42844,21723,2210745,36111,27402,0,101797,57766,80706,921043,247019,0,0,202174,49101,0,7042,65,37482,2916469,4558616,7475085,6259556,1215529
"Bay Area Legal Services, Inc.",610050,2012,FL,FL-16,Basic Field,10000,0,139612,6373,153827,11208,11911,960850,6976,5644,0,36652,106065,34700,711450,74700,0,0,169308,33072,0,5974,0,7332,1200,0,1.00E+05,52272,727974,3000,23887,2282595,32000,40000,0,20000,99746,56837,872910,33784,0,0,195185,60000,0,5957,0,35511,2485654,4642858,7128512,5818090,1310422
"Bay Area Legal Services, Inc.",610050,2013,FL,FL-16,Basic Field,20338,118769,38160,748,335706,4961,28183,950850,15698,14334,0,32154,88633,24931,541498,74000,0,0,271663,36760,0,5251,69,11651,8462,0,20073,29869,457553,4655,16494,2185410,23229,25552,0,61199,74946,29755,1006016,242329,35307,0,144540,72543,0,26118,0,26261,2614357,4490311,7104668,5793362,1311306
"Bay Area Legal Services, Inc.",610050,2014,FL,FL-16,Basic Field,14550,68552,35455,1780,507846,2094,35196,1091304,19190,7232,0,24779,88940,22218,856915,83795,0,0,297618,27610,0,14784,107,14893,7250,0,56770,30918,453033,6909,14798,2149135,20964,20191,0,97339,74062,15784,788104,243525,9900,0,119287,69191,0,24755,0,20812,3214858,4222727,7437585,6173657,1263928
"Bay Area Legal Services, Inc.",610050,2015,FL,FL-16,Basic Field,14550,68552,26743,1142,488682,2684,34261,1281255,16514,15649,0,24256,90197,22235,745301,84883,0,0,297657,37710,0,14675,320,15801,7250,0,49236,31053,481944,6352,14150,2055464,18605,20160,0,46551,85925,30837,883947,207537,0,0,133924,64408,0,18640,0,24454,3283067,4180437,7463504,6229013,1234491
"Bay Area Legal Services, Inc.",610050,2016,FL,FL-16,Basic Field,0,68552,1777,14661,497597,2049,33269,1455848,19376,14947,0,20061,93892,16358,690292,120830,0,0,271779,43641,0,3229,0,8694,25699,0,48470,22679,515899,7577,14848,2088769,15973,22908,0,43467,241463,20178,990393,173359,0,0,168768,42514,0,29477,129,32284,3376852,4504854,7881706,6532987,1348719
"Bay Area Legal Services, Inc.",610050,2017,FL,FL-16,Basic Field,11084.95,68551.7,7675.78,16589.41,558018.82,3585.15,16308.97,1018611.4,15816.85,15499.02,0,20292.46,128672.7,24509.9,1164885.7,89818.5,0,0,203521.72,30080.9,0,9548.75,249.69,25046.04,13415.05,0,58721.39,23351.31,524412.05,6084.45,28359.68,1513964.5,25125.61,24703.61,0,36095.23,188017.03,35827.91,1731372.3,133497.5,0,0,269823.02,45843.65,0,21027.74,0,34883.74,3428368.41,4714525.77,8142894.18,6734580.77,1408313.41
"Blue Ridge Legal Services, Inc.",447081,2008,VA,VA-19,Basic Field,2085,0,1442,0,110081,739,3364,252045,7137,1504,0,12198,26445,10382,134947,16592,3247,0,18190,12198,0,7532,291,9232,3515,0,2429,9299,185519,1246,5669,424769,12029,2535,0,20556,8333,44407,227426,27963,5471,0,30655,20558,0,12694,491,15558,629651,1061122,1690773,1379342,311431
"Blue Ridge Legal Services, Inc.",447081,2009,VA,VA-19,Basic Field,2240,0,3117,0,129913,672,3685,304504,7667,1101,0,14541,14192,6963,139063,18189,8174,0,20890,13398,0,6857,290,7811,3510,0,4883,10712,203526,1052,5773,477046,12012,1726,0,22779,7698,10907,217862,28495,12807,0,32728,20990,0,10743,455,12237,703267,1097941,1801208,1518598,282610
"Blue Ridge Legal Services, Inc.",447081,2010,VA,VA-19,Basic Field,2310,0,4177,0,144979,851,4491,345932,8179,737,0,23738,5212,5707,141077,19258,777,0,24629,13841,0,7277,277,7727,3490,0,6311,10765,219029,1286,6786,522621,12356,1113,0,35863,7873,8623,213133,29095,1175,0,37208,20911,0,10993,419,11673,761176,1160723,1921899,1635124,286775
"Blue Ridge Legal Services, Inc.",447081,2011,VA,VA-19,Basic Field,2416,0,3318,0,141587,881,4094,301710,8784,755,0,16408,19337,5929,155804,20084,2284,0,25848,13673,0,4519,313,7575,3384,0,4647,9346,198326,1234,5735,422618,12304,1057,0,22984,11601,8305,218240,28132,3199,0,36208,19152,0,6330,438,10612,735319,1023852,1759171,1486501,272670
"Blue Ridge Legal Services, Inc.",447081,2012,VA,VA-19,Basic Field,2174,0,2673,0,124293,849,2923,254022,7823,3653,0,11386,16943,5757,125081,18457,6498,0,21344,11103,0,4645,226,7049,3676,0,4519,9108,210170,1435,4943,429528,13228,6177,0,19254,7592,9734,211500,31208,10988,0,36092,18775,0,7855,383,11920,626899,1048085,1674984,1404259,270725
"Blue Ridge Legal Services, Inc.",447081,2013,VA,VA-19,Basic Field,2486,0,2141,0,148385,923,3303,290521,9157,2226,0,13482,128859,12690,139055,21460,5283,0,23940,12678,0,5531,220,7020,3364,0,2898,9372,200755,1248,4468,393310,12389,3012,0,18240,12147,17170,188134,29033,7148,0,32389,17153,0,7484,298,9497,829360,969509,1798869,1410653,388216
"Blue Ridge Legal Services, Inc.",447081,2014,VA,VA-19,Basic Field,2428,0,2767,0,168772,952,3625,338182,9195,2027,0,18703,150242,6297,140249,21631,12172,0,23487,13486,0,6708,321,7085,3422,0,3901,10776,237907,1343,5111,494778,12961,2857,0,26365,7108,8877,201821,31128,17159,0,33109,19011,0,9456,453,9987,928329,1137530,2065859,1634468,431391
"Blue Ridge Legal Services, Inc.",447081,2015,VA,VA-19,Basic Field,2390,0,3533,0,184931,1280,4078,376475,8392,2234,0,14759,167122,14177,154015,21803,884,0,23051,13926,0,9467,337,7028,3460,0,5115,11962,267719,1853,5903,545012,12149,3234,0,21365,2336,20524,222962,31564,1280,0,33370,20159,0,13706,487,10176,1009882,1234336,2244218,1804481,439737
"Blue Ridge Legal Services, Inc.",447081,2016,VA,VA-19,Basic Field,2455,0,3565,0,192091,1254,4225,391786,8884,1123,0,18760,64113,6076,150976,7720,3612,0,24771,14893,0,8844,433,8581,3395,0,4932,12421,265677,1734,5843,541869,12288,1554,0,25947,6179,8404,208810,10678,4996,0,34260,20598,0,12232,598,11867,914162,1194282,2108444,1769607,338837
"Blue Ridge Legal Services, Inc.",447081,2017,VA,VA-19,Basic Field,2379,0,3578,0,203609,1227,4685,405670,8219,3098,0,14412,26204,7149,158621,15192,819,0,23131,13501,0,4758,270,10853,3621,0,5445,12686,309844,1867,7127,617331,12508,4715,0,21932,4402,10879,241381,23119,1247,0,35200,20544,0,7241,412,16514,907375,1358015,2265390,1974767,290623
"California Indian Legal Services, Inc.",705158,2008,CA,CA-1,Basic Field,134,2262,224,97,5208,191,427,2772,302,1,0,339,470,0,9974,9924,0,0,2322,258,4,48,171,228,792,0,741,239,6525,193,1145,2002,908,2,0,895,925,0,11466,14979,0,0,2126,622,16,111,340,855,35356,44882,80238,62850,17388
"California Indian Legal Services, Inc.",705158,2008,CA,NCA-1,Native American,12087,0,13953,5227,153971,5516,27754,261837,16975,950,0,17853,3981,15886,296366,54515,0,0,50417,13964,9831,18944,13436,40399,5987,0,17365,14357,116579,2554,13160,394169,10829,4906,13271,10924,42671,6559,178018,4254,0,0,31995,10583,-9851,2444,14558,26038,1033862,911370,1945232,1459709,485523
"California Indian Legal Services, Inc.",705158,2009,CA,CA-1,Basic Field,163,6470,333,161,4096,285,323,2113,356,0,0,592,366,246,9122,11329,0,0,1890,485,0,698,68,360,1155,0,730,420,7447,645,812,2085,1061,0,0,1399,441,630,17957,22873,0,0,2906,1237,0,283,176,930,39456,63187,102643,77022,25621
"California Indian Legal Services, Inc.",705158,2009,CA,NCA-1,Native American,13802,0,11976,7599,118497,13598,13571,250938,15312,1144,0,21307,1287,10770,295089,86448,0,0,56493,22523,0,14346,3182,22905,7880,0,20278,17291,95968,4067,7244,363943,8204,4511,11134,10458,49396,4691,195773,15324,0,0,31020,10569,0,2654,1353,30692,980787,892450,1873237,1421980,451257
"California Indian Legal Services, Inc.",705158,2010,CA,CA-1,Basic Field,808,1044,988,558,11861,437,871,14847,1112,0,0,1785,366,556,21524,25284,0,0,4477,1378,0,324,149,974,620,0,541,324,6771,247,505,4728,612,0,0,959,3,324,12147,18464,0,0,2664,802,0,117,86,1116,89343,51030,140373,115626,24747
"California Indian Legal Services, Inc.",705158,2010,CA,NCA-1,Native American,12841,0,13039,9119,149796,6730,12173,306554,16009,252,0,25683,12503,8624,270881,104190,0,0,64053,20027,0,17229,2320,22873,5731,0,9150,15515,125406,3468,7719,366561,9269,3251,0,18392,32807,4106,210603,37095,0,0,39001,11616,0,2503,1020,39518,1074896,942731,2017627,1571086,446541
"California Indian Legal Services, Inc.",705158,2011,CA,CA-1,Basic Field,841,0,1229,525,15256,289,1005,26673,1194,0,0,2041,20,1520,24853,24376,0,0,4845,1686,100,73,291,1669,903,0,756,328,9746,201,654,7062,775,0,0,1302,18,881,16120,22877,0,0,3141,1095,65,40,200,541,108486,66705,175191,146963,28228
"California Indian Legal Services, Inc.",705158,2011,CA,NCA-1,Native American,12842,0,15661,7397,174278,4044,12886,317620,15392,515,0,27097,23255,19853,301167,84207,0,0,61325,21868,2000,9171,3807,19620,5414,0,8470,20084,124657,1855,6809,371021,8075,8551,0,14183,17795,8980,205649,41301,0,0,33219,11302,234,3444,2898,21041,1134005,914982,2048987,1619900,429087
"California Indian Legal Services, Inc.",705158,2012,CA,CA-1,Basic Field,72,0,513,94,4883,165,371,7492,407,0,0,514,107,230,8730,11012,0,0,1925,639,70,2,113,78,365,0,1092,169,8516,326,672,6021,590,0,0,830,147,359,15812,18746,0,0,3193,1076,110,14,166,563,37417,58767,96184,81212,14972
"California Indian Legal Services, Inc.",705158,2012,CA,NCA-1,Native American,7332,0,21223,3983,136751,6230,12636,330564,12475,348,0,16504,1907,7442,253897,74316,0,0,62203,19832,2800,2204,4393,11118,8231,0,23707,14337,143541,3820,8870,389609,8062,9558,0,13432,43192,3868,251407,44592,0,0,45458,14205,620,1128,2415,23824,988158,1053876,2042034,1624677,417357
"California Indian Legal Services, Inc.",705158,2013,CA,CA-1,Basic Field,352,0,538,65,4516,189,391,12827,334,0,0,330,9,182,6648,0,0,0,1513,484,80,86,116,0,381,0,490,55,4054,185,357,10819,339,0,0,310,8,167,5953,0,0,0,1378,448,58,236,100,410,28660,25748,54408,44817,9591
"California Indian Legal Services, Inc.",705158,2013,CA,NCA-1,Native American,8388,0,17793,3503,112818,5799,11624,317779,10270,1436,0,11295,25339,6371,177471,658,0,0,44080,13990,2160,10495,2492,13743,7379,0,33877,11374,145189,5026,9711,356162,8718,3699,0,10013,5702,3981,196261,26880,0,0,40486,13125,1302,6623,1774,24941,797504,912223,1709727,1333218,376509
"California Indian Legal Services, Inc.",705158,2014,CA,CA-1,Basic Field,101,0,346,125,4321,150,357,12902,304,0,0,405,56,179,6746,0,0,0,1291,380,33,14,33,7,102,0,461,146,5662,205,461,19306,452,0,0,717,49,223,8437,0,0,0,1668,500,37,10,37,2426,27750,40899,68649,57374,11275
"California Indian Legal Services, Inc.",705158,2014,CA,NCA-1,Native American,9062,0,12034,3591,152062,5572,12453,365738,11071,443,0,15139,1294,7483,228122,0,0,0,43154,13460,1581,5929,1581,18833,7735,0,18113,11532,127075,4873,10874,354293,10290,10905,0,19664,1212,4187,196379,0,0,0,41335,11940,730,1412,730,23920,908602,857199,1765801,1423669,342132
"California Indian Legal Services, Inc.",705158,2015,CA,CA-1,Basic Field,139,0,360,84,4483,138,318,9965,254,0,0,616,98,0,6452,0,0,0,1350,386,50,15,51,4,71,0,175,42,2098,67,163,4286,124,0,0,208,27,0,3107,0,0,0,675,173,25,12,26,-9,24763,11270,36033,30391,5642
